lz: 82.87811392783353881 Vol: 48015.737663914667792 PE: -558766.00725708  Pxx: 0.0872128014308751 Pyy: 0.00342250409932294 Pzz: 0.034180798145013 
lz: 83.04387015568914876 Vol: 48074.292238785652444 PE: -558775.028428049  Pxx: 0.15122897582982 Pyy: -0.00648671840097916 Pzz: 0.148767159718453 
lz: 83.209626383544843975 Vol: 48021.941709805549181 PE: -558776.760348391  Pxx: 0.204020290785629 Pyy: -0.00124320545739318 Pzz: 0.198599168748033 
lz: 83.37538261140053919 Vol: 48063.865231566269358 PE: -558781.352945252  Pxx: 0.27992268610834 Pyy: 0.00102894971598802 Pzz: 0.299020072554054 
lz: 83.54113883925614914 Vol: 48078.810438776417868 PE: -558784.792597754  Pxx: 0.289728693024564 Pyy: -0.00411085658801908 Pzz: 0.31636320441492 
lz: 83.706895067111844355 Vol: 48100.029836626461474 PE: -558790.43109146  Pxx: 0.296293930028024 Pyy: 0.00378447644925587 Pzz: 0.380594179771275 
lz: 83.87265129496753957 Vol: 48165.644505005868268 PE: -558792.491056026  Pxx: 0.34074718238414 Pyy: -0.00329994798879944 Pzz: 0.544250776729506 
lz: 84.03840752282314952 Vol: 48201.702571266258019 PE: -558794.169692974  Pxx: 0.410077922229576 Pyy: 0.00102813420129141 Pzz: 0.658974995011309 
lz: 84.204163750678844735 Vol: 48210.560084514712798 PE: -558795.235999102  Pxx: 0.457660635230548 Pyy: -0.00540142484151319 Pzz: 0.772593147037162 
lz: 84.36991997853453995 Vol: 48319.544440938210755 PE: -558796.076060744  Pxx: 0.465763533626708 Pyy: -0.001727674254335 Pzz: 0.844665889903979 
lz: 84.53567620639013569 Vol: 48371.819836064583797 PE: -558798.768284755  Pxx: 0.508622728099106 Pyy: 0.000998051395953993 Pzz: 0.916676702084887 
lz: 84.701432434245845116 Vol: 48474.961908704448433 PE: -558797.086752476  Pxx: 0.543129269628493 Pyy: 0.0052544122414745 Pzz: 1.04308848888965 
lz: 84.867188662101540331 Vol: 48431.335363667581987 PE: -558797.742157864  Pxx: 0.576753194122002 Pyy: -0.000250782028485627 Pzz: 1.10599484350808 
lz: 85.03294488995713607 Vol: 48497.757773041019391 PE: -558798.892928247  Pxx: 0.585381088296904 Pyy: -0.00583189710206381 Pzz: 1.21085608116804 
lz: 85.198701117812845496 Vol: 48663.28969334676367 PE: -558799.876222521  Pxx: 0.679328237118274 Pyy: 0.00218027675782266 Pzz: 1.31960968997676 
lz: 85.364457345668540711 Vol: 48579.099366292241029 PE: -558799.732031721  Pxx: 0.688534308097075 Pyy: 0.00137701048459261 Pzz: 1.41586288401885 
lz: 85.53021357352413645 Vol: 48699.836508474232687 PE: -558799.469649945  Pxx: 0.719044591976489 Pyy: 0.00331649520329221 Pzz: 1.52825228746516 
lz: 85.695969801379845876 Vol: 48600.179117691011925 PE: -558800.25218107  Pxx: 0.759151243433566 Pyy: -0.00557744295027556 Pzz: 1.64224606638321 
lz: 85.861726029235541091 Vol: 48698.784457156201825 PE: -558798.504549027  Pxx: 0.798313584712924 Pyy: -0.000946357439811683 Pzz: 1.75482892564159 
lz: 86.02748225709113683 Vol: 48743.804889723469387 PE: -558802.357499744  Pxx: 0.831849974115912 Pyy: -0.00275935551791989 Pzz: 1.85371275652562 
lz: 86.193238484946846256 Vol: 48678.375277486775303 PE: -558805.271984481  Pxx: 0.81160583438522 Pyy: -0.00692787801452983 Pzz: 1.88451557978807 
lz: 86.358994712802541471 Vol: 48778.990997214095842 PE: -558805.760591429  Pxx: 0.824206467741433 Pyy: -0.00260994801761916 Pzz: 1.98533698223973 
lz: 86.52475094065813721 Vol: 48889.29199403586972 PE: -558806.4800587  Pxx: 0.862930122733047 Pyy: 0.00447977396608505 Pzz: 2.11566600822218 
lz: 86.690507168513846636 Vol: 48800.139776013515075 PE: -558808.828964525  Pxx: 0.859413005806767 Pyy: -0.000418825092429411 Pzz: 2.13513563976315 
lz: 86.856263396369541852 Vol: 49019.14252059316641 PE: -558809.097353818  Pxx: 0.848944980887847 Pyy: -0.000637186584079063 Pzz: 2.15508928638854 
lz: 87.022019624225137591 Vol: 48971.846858604985755 PE: -558811.160355106  Pxx: 0.818602709478486 Pyy: -0.000926780227302656 Pzz: 2.20992867262119 
lz: 87.187775852080847017 Vol: 48987.282973322668113 PE: -558811.538476468  Pxx: 0.819096263675928 Pyy: -0.00530097583927052 Pzz: 2.25111158056954 
lz: 87.353532079936542232 Vol: 49161.192667637231352 PE: -558812.212865428  Pxx: 0.876498362667418 Pyy: -0.00319690782360109 Pzz: 2.26243691436005 
lz: 87.519288307792137971 Vol: 49112.204149218923703 PE: -558810.965368394  Pxx: 0.917068062296784 Pyy: -0.00439882833196287 Pzz: 2.3772675238496 
